image_path,group,group_source,label,class_id,meaning,advice
dataset_aug/Warning Signs/W.237/1_rot-20.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot-30.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot-45.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot10.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot20.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot30.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_rot45.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_shear_5deg.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_zoom_in.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.237/1_zoom_out.png,nguy hiểm,Warning Signs,W.237,,Cầu vồng (đường có độ vồng lớn),"Đoạn vồng lớn hạn chế tầm nhìn, giảm tốc."
dataset_aug/Warning Signs/W.238/1.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_blur.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_bright.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_dark.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_original.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_persp1.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_persp2.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot-10.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot-20.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot-30.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot-45.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot10.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot20.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot30.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_rot45.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_shear_5deg.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_zoom_in.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.238/1_zoom_out.png,nguy hiểm,Warning Signs,W.238,,Đường cao tốc phía trước,"Sắp vào đường cao tốc, chuẩn bị tăng tốc."
dataset_aug/Warning Signs/W.239a/1.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_blur.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_bright.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_dark.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_original.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_persp1.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_persp2.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot-10.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot-20.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot-30.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot-45.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot10.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot20.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot30.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_rot45.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_shear_5deg.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_zoom_in.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239a/1_zoom_out.png,nguy hiểm,Warning Signs,W.239a,,Đường cáp điện ở phía trên,"Dây điện cao thế phía trên, xe cao chú ý chiều cao."
dataset_aug/Warning Signs/W.239b/1.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_blur.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_bright.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_dark.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_original.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_persp1.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_persp2.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot-10.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot-20.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot-30.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot-45.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot10.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot20.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot30.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_rot45.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_zoom_in.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.239b/1_zoom_out.png,nguy hiểm,Warning Signs,W.239b,,Đường cáp điện ở phía trên (dạng khác),"Dây điện phía trên, chú ý chiều cao xe."
dataset_aug/Warning Signs/W.240/1.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_blur.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_bright.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_dark.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_original.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_persp1.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_persp2.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot-10.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot-20.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot-30.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot-45.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot10.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot20.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot30.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_rot45.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_shear_5deg.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_zoom_in.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.240/1_zoom_out.png,nguy hiểm,Warning Signs,W.240,,Đường hầm,"Sắp vào hầm, bật đèn và giảm tốc."
dataset_aug/Warning Signs/W.241/1.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_blur.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_bright.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_dark.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_original.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_persp1.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_persp2.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot-10.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot-20.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot-30.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot-45.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot10.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot20.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot30.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_rot45.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_blur.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_bright.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_dark.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_original.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_persp1.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_persp2.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot-10.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot-20.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot-30.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot-45.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot10.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot20.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot30.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_rot45.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_shear_5deg.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_shear_m5deg.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_zoom_in.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_shear_5deg_zoom_out.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_zoom_in.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.241/1_zoom_out.png,nguy hiểm,Warning Signs,W.241,,Ùn tắc giao thông,"Đoạn đường hay ùn tắc, chuẩn bị dừng."
dataset_aug/Warning Signs/W.242a/1.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_blur.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_bright.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_dark.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_original.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_persp1.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_persp2.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot-10.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot-20.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot-30.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot-45.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot10.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot20.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot30.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_rot45.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_shear_5deg.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_shear_m5deg.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_zoom_in.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242a/1_zoom_out.png,nguy hiểm,Warning Signs,W.242a,,Nơi đường sắt giao vuông góc (1 ray),"Giao cắt đường sắt 1 ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_blur.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_bright.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_dark.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_original.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_persp1.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_persp2.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_rot-10.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_rot-20.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
dataset_aug/Warning Signs/W.242b/1_rot-30.png,nguy hiểm,Warning Signs,W.242b,,Nơi đường sắt giao vuông góc (nhiều ray),"Giao cắt đường sắt nhiều ray, dừng hẳn quan sát."
